OID_,GEOID_CT2010,MEAN_ADI_NATRANK,MEDIAN_ADI_NATRANK,MEAN_ADI_STATERNK,MEDIAN_ADI_STATERNK,Shape_Length,Shape_Area,GEOID_CT2010_txt
41,6001404300.000000000000000,1.333333333333333,1.000000000000000,1.000000000000000,1.000000000000000,0.069611597393394,0.000189637287227,06001404300
42,6001404400.000000000000000,2.666666666666667,3.000000000000000,1.000000000000000,1.000000000000000,0.119848981059069,0.000421702016303,06001404400
43,6001404501.000000000000000,2.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000,0.048540813703331,0.000111860125485,06001404501
44,6001404502.000000000000000,3.000000000000000,3.000000000000000,1.250000000000000,1.000000000000000,0.093987984052568,0.000314353175987,06001404502
45,6001404600.000000000000000,2.500000000000000,2.500000000000000,1.000000000000000,1.000000000000000,0.114719665367593,0.000494018441025,06001404600
46,6001404700.000000000000000,2.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000,0.051102944770452,0.000122798984158,06001404700
47,6001404800.000000000000000,6.500000000000000,6.500000000000000,2.500000000000000,2.500000000000000,0.038004189334946,0.000064290688575,06001404800
48,6001404900.000000000000000,6.000000000000000,6.000000000000000,2.500000000000000,2.500000000000000,0.053256597798091,0.000103449419120,06001404900
49,6001405000.000000000000000,4.333333333333333,4.000000000000000,2.000000000000000,2.000000000000000,0.072078912243160,0.000081887563429,06001405000
50,6001405100.000000000000000,1.600000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.055872948573465,0.000128561516615,06001405100
51,6001405200.000000000000000,6.500000000000000,5.000000000000000,2.250000000000000,2.000000000000000,0.042567624750432,0.000087791821891,06001405200
52,6001405301.000000000000000,9.000000000000000,9.000000000000000,3.000000000000000,3.000000000000000,0.020293620628324,0.000023299811420,06001405301
53,6001405302.000000000000000,22.000000000000000,22.000000000000000,6.000000000000000,6.000000000000000,0.022412902292406,0.000021029172628,06001405302
54,6001405401.000000000000000,18.333333333333332,17.000000000000000,5.333333333333333,5.000000000000000,0.025493877768169,0.000032113805661,06001405401
55,6001405402.000000000000000,30.000000000000000,30.000000000000000,7.500000000000000,7.500000000000000,0.022368250074176,0.000029190524998,06001405402
56,6001405500.000000000000000,27.500000000000000,29.000000000000000,7.000000000000000,7.500000000000000,0.030848104826185,0.000042118169757,06001405500
57,6001405600.000000000000000,20.333333333333332,20.000000000000000,5.666666666666667,6.000000000000000,0.029596394278587,0.000043863998636,06001405600
58,6001405700.000000000000000,20.333333333333332,20.000000000000000,6.000000000000000,6.000000000000000,0.035039975609940,0.000055942429540,06001405700
59,6001405800.000000000000000,30.000000000000000,30.500000000000000,7.250000000000000,7.500000000000000,0.037288931308501,0.000053094564389,06001405800
60,6001405901.000000000000000,25.000000000000000,24.000000000000000,6.666666666666667,7.000000000000000,0.027474190507846,0.000046291839647,06001405901
61,6001405902.000000000000000,30.000000000000000,30.000000000000000,7.500000000000000,7.500000000000000,0.030965039259271,0.000049842637696,06001405902
