OBJECTID,CT20,LABEL,Shape__Area,Shape__Length
1103,310400,3104.00,16.5234375,1009.61059705578
1104,311100,3111.00,2763.14453125,2873.52674745968
1105,311200,3112.00,3288.57421875,2541.61627109414
1106,311400,3114.00,2227.33984375,1711.07687745526
1107,311601,3116.01,153.515625,3476.98362773535
1108,311602,3116.02,97.05859375,2511.77584926795
1109,311700,3117.00,147.33984375,3488.67330600418
1110,311801,3118.01,8.43359375,602.34483615007
1111,320101,3201.01,62.11328125,1801.61533585649
1112,320102,3201.02,8846.21875,3978.55058028463
1113,320201,3202.01,316.171875,2041.6761430143
1114,320202,3202.02,306.68359375,3154.55525740893
1115,320300,3203.00,14613.1640625,8115.59174173595
1116,460800,4608.00,433.1328125,1109.31387446976
1117,463800,4638.00,2570.0625,6123.04833762145
1118,463900,4639.00,0.546875,11.3851235979289
1119,480602,4806.02,41.34765625,1225.97690082904
1120,480702,4807.02,95.02734375,4427.04733345184
1121,480802,4808.02,807.57421875,1378.88349124285
1122,480803,4808.03,46.3828125,398.666853962001
1123,480804,4808.04,51.8203125,172.515374186047
1124,481901,4819.01,301.2421875,711.507938324591
1125,482001,4820.01,28.19140625,849.08905177248
1126,530700,5307.00,108.05859375,3259.94731460792
1127,530801,5308.01,3.23046875,369.295397228833
1128,530901,5309.01,2967.37890625,992.768368796998
1129,531101,5311.01,1335.484375,2477.49510803702
1130,531201,5312.01,4.2734375,381.547472904786
1131,531202,5312.02,21.01953125,769.664857737318
1132,531301,5313.01,11.95703125,881.120880464286
1133,531302,5313.02,23.0625,822.599476167093
1134,532302,5323.02,26.5234375,534.444944789346
1135,532607,5326.07,0.35546875,36.7201636585105
1136,532700,5327.00,0.05078125,37.1420630948743
1137,532800,5328.00,12056.75,1881.99257268603
1138,532900,5329.00,17003.9140625,2346.95334249653
1139,535001,5350.01,13275.9375,1839.43953280254
1140,535101,5351.01,15493.5625,2221.23343126595
1141,535102,5351.02,0.19140625,8.58591124408927
1142,535200,5352.00,10321.4453125,6249.6839233624
1143,535400,5354.00,15829.36328125,4632.87939392141
1144,535606,5356.06,532.2734375,482.170971953667
1145,535607,5356.07,1707.96875,993.964851661707
1146,540300,5403.00,4134.95703125,946.17981524564
1147,540400,5404.00,8429.1328125,2309.30880207435
1148,540501,5405.01,65.515625,35.5424912419164
1149,540600,5406.00,10740.9609375,1971.41993866226
1150,540700,5407.00,15415.62109375,3647.24187431996
1151,540901,5409.01,55.25390625,2362.45402642366
1152,540902,5409.02,87.74609375,1993.47655964302
1153,541003,5410.03,47922.671875,9953.03697217473
1154,543400,5434.00,7105.3828125,899.339097224152
1155,543501,5435.01,10113.390625,2019.08547798147
1156,543502,5435.02,17030.23828125,2905.57005085875
1157,543503,5435.03,18011.42578125,2990.05244745092
1158,543603,5436.03,3908.671875,1701.57142928341
1159,543605,5436.05,40.30078125,1489.75020608571
1160,543606,5436.06,3133.14453125,748.455023861146
1161,543703,5437.03,1797.78125,2052.45215505016
1162,543905,5439.05,16.1640625,601.88237376799
1163,544002,5440.02,17.8671875,1328.5258280697
1164,572301,5723.01,514.47265625,3175.10589112126
1165,572600,5726.00,15.94140625,998.879298017896
1166,578000,5780.00,183.1484375,2483.30489956631
1167,600100,6001.00,502.109375,3439.46968714515
1168,600201,6002.01,624.61328125,2361.97567829248
1169,600202,6002.02,51.44921875,2487.6806231264
1170,600302,6003.02,5.33203125,485.708051877298
1171,600304,6003.04,3891.62890625,1958.91886527914
1172,600400,6004.00,20.2265625,2308.12446315806
1173,600702,6007.02,1792.20703125,1950.31764863882
1174,600704,6007.04,916.12890625,1103.96518063904
1175,600801,6008.01,14644.5546875,1902.22977001045
1176,600802,6008.02,2400.80859375,2670.95455084999
1177,600911,6009.11,39.359375,1122.8907357287
1178,600912,6009.12,13947.25390625,3138.45276706645
1179,601301,6013.01,3979.265625,1355.2877284994
1180,601302,6013.02,882.00390625,1164.78746758409
1181,601401,6014.01,12.3984375,640.463821234565
1182,601502,6015.02,0.55078125,134.381173171565
1183,601600,6016.00,4.78125,821.400228254276
1184,602201,6022.01,181.421875,644.532939517273
1185,602202,6022.02,82.55078125,462.510355314919
1186,602801,6028.01,12961.640625,1977.61160487704
1187,602802,6028.02,1795.21484375,1960.03643916671
1188,602900,6029.00,125.2109375,567.886769193213
1189,603008,6030.08,0.49609375,210.123376731067
1190,603101,6031.01,132.1640625,1371.98444436251
1191,603102,6031.02,191.30859375,719.336553148006
1192,603200,6032.00,5760.7265625,4601.78606247355
1193,609900,6099.00,10750.796875,3741.80464465693
1194,620001,6200.01,37081.96484375,3454.55121268144
1195,620101,6201.01,40543.078125,4424.30069464492
1196,620102,6201.02,8.84765625,676.648357677589
1197,650101,6501.01,8426.5078125,1559.53473382575
1198,650200,6502.00,2373.6015625,453.397828023476
1199,650901,6509.01,5342.2265625,2828.05832693563
1200,651001,6510.01,3155.52734375,937.762791983554
1201,670001,6700.01,0.09375,50.5674818616125
1202,670002,6700.02,110.70703125,2046.99104743066
1203,670101,6701.01,94.18359375,2522.51590096829
1204,670701,6707.01,5286.46484375,5925.87692188845
1205,670702,6707.02,902.3515625,5443.62662671505
1206,700102,7001.02,1803,3256.24583086006
1207,700200,7002.00,205.75390625,2210.46224391449
1208,700300,7003.00,1836.90625,2937.96578911601
1209,700400,7004.00,244.08984375,5316.75746518979
1210,700501,7005.01,1656.76953125,2459.91883263486
1211,700502,7005.02,145.75,1431.60191370895
1212,700600,7006.00,1756.4765625,10903.0360546697
1213,700700,7007.00,4456.26953125,8276.09911807252
1214,700802,7008.02,2020.8515625,1351.93646368514
1215,700901,7009.01,57.46484375,3243.1375214618
1216,700902,7009.02,73.36328125,1344.2838704394
1217,701000,7010.00,479.52734375,2682.13238919103
1218,701201,7012.01,22.89453125,2249.6742748461
1219,701601,7016.01,1227.70703125,877.205312647664
1220,701602,7016.02,5589.59375,1034.31002544318
1221,701701,7017.01,5574.40625,1031.63922527067
1222,701801,7018.01,9771.203125,2563.43406473623
1223,702202,7022.02,310.02734375,366.616959438253
1224,702300,7023.00,52.3125,2266.89095207366
1225,702400,7024.00,3632.6875,5429.8052326484
1226,702501,7025.01,2.27734375,306.979132187592
1227,702502,7025.02,79792.43359375,3817.29963473101
1228,702600,7026.00,14507.98828125,3239.29141825762
1229,702700,7027.00,1380.34375,1575.59370086555
1230,702801,7028.01,1974.6484375,544.505224234891
1231,702802,7028.02,20222.56640625,3965.71717536574
1232,702803,7028.03,30610.2109375,12302.6807286596
1233,702900,7029.00,25247.12109375,7544.77753156011
1234,703002,7030.02,1538.57421875,2363.78784842858
1235,703003,7030.03,914.71875,2783.86863294718
1236,703100,7031.00,367.33984375,2115.59087946962
1237,703200,7032.00,5029.48828125,4477.12852243221
1238,800101,8001.01,62.046875,3746.80313289513
1239,800103,8001.03,165.6484375,4687.33994694627
1240,800104,8001.04,707.3359375,12504.3404792188
1241,800204,8002.04,44.16796875,2961.44797207432
1242,800206,8002.06,240.89453125,3688.1128643082
1243,920303,9203.03,76065.4921875,27791.8648259444
1244,920312,9203.12,27.6484375,858.393540406442
1245,920326,9203.26,192.84375,6332.31695246662
1246,930400,9304.00,13096.62890625,69293.1381327414
1247,980001,9800.01,24809.859375,4525.8121260295
1248,980002,9800.02,3375.27734375,7267.76967650385
1249,980005,9800.05,11039.16015625,2950.32290072687
1250,980008,9800.08,4938943.05078125,12490.8585011482
1251,980009,9800.09,31105816.1523438,29906.073867913
1252,980010,9800.10,5602460.05859375,13484.4506030841
1253,980011,9800.11,6.3046875,622.406648204062
1254,980013,9800.13,1757.80078125,2548.17147289091
1255,980015,9800.15,7849451.0234375,13147.6537415809
1256,980016,9800.16,16958.09765625,11488.349444321
1257,980017,9800.17,82720.78125,14734.2001292327
1258,980019,9800.19,64670099.5351563,57421.2954197637
1259,980020,9800.20,12510991.9570313,22316.5675693807
1260,980021,9800.21,10195012.890625,18963.3197323482
1261,980022,9800.22,9477491.16015625,15389.2506643834
1262,980023,9800.23,7655657.54296875,14698.0467946814
1263,980024,9800.24,12137988.8007813,17050.6761784496
1264,980026,9800.26,20396394.7304688,37922.2157709696
1265,980037,9800.37,10.54296875,620.697785418067
1266,980038,9800.38,45180.48828125,5366.17507704725
1267,980039,9800.39,63001.7578125,8884.91413572676
1268,262604,2626.04,8269520.5234375,19374.6998066822
1269,262704,2627.04,2859342.53515625,9453.7782608891
1270,262706,2627.06,3392091.015625,8208.36355802219
1271,262802,2628.02,4852995.99609375,14225.009650327
1272,273403,2734.03,598118.62890625,4134.75702002021
1273,273502,2735.02,844016.796875,3951.53435298995
1274,273902,2739.02,1307397.65234375,5047.12542534003
1275,274202,2742.02,1662818.828125,7940.16317524071
1276,278102,2781.02,2538838.65625,10768.8328378225
1277,297300,2973.00,1750836.8203125,6911.49736882055
1278,297400,2974.00,3009331.80859375,7651.5912194403
1279,297501,2975.01,1574885.5859375,8093.76309555821
1280,297601,2976.01,1109280.875,7106.14806208169
1281,670604,6706.04,2.9296875,712.414002958226
1282,701304,7013.04,135.0078125,1332.13689629682
1283,702102,7021.02,6073.515625,3082.20524749355
1284,800506,8005.06,372.02734375,7282.22144581026
1285,980014,9800.14,10812214.4882813,24986.2800406043
1286,980028,9800.28,24988788.6992188,30565.1586125936
1287,980030,9800.30,11.94140625,852.567924250147
1288,980031,9800.31,37527333.0429688,30638.5418668255
1289,980033,9800.33,156.125,9015.31715383927
